CPU_Usage,Battery_Level,Network_Latency,Bandwidth_Availability,Data_Size,User_ID,Task_Complexity,Decision
50.05471497110937,36.125992179563056,352.8652293931935,1862.470952150411,3739,19,low,0
88.1150928427341,49.127325756993564,43.15429453725373,1317.7607003345615,2822,12,low,0
16.07721341004666,59.776940521798444,0.0,9019.649701843911,4957,12,low,0
63.59028884799431,92.56528763566841,395.39779766201366,5124.0842009184125,2878,10,medium,0
59.48814946962485,95.96954248696872,186.57906663937857,2762.054959613569,2219,19,low,0
20.665360149890223,27.286848630700344,93.31113647742609,5941.287421980488,2299,10,medium,0
78.82139801852624,39.228042196055405,341.5242601256122,1437.362775782531,3908,19,medium,0
87.3772279754586,58.23287219527234,339.6239825062888,4639.742866360391,1675,9,medium,1
83.73092848360974,83.81533441344384,163.69785411588194,3548.604000424861,2799,5,low,1
76.53098760440749,28.439706859012535,216.58686281784804,4416.755768531947,2655,3,low,1
92.9365297708381,77.57006808219194,242.63785316817925,2361.6120039664556,1897,19,medium,1
100.0,77.20209125328093,219.6521929241804,3934.4892788404654,628,4,medium,1
30.417389630684724,51.49016242206717,368.67035692872105,4226.274563669908,1186,14,low,0
0.0,49.77221828760759,383.400654439722,3673.9656018578103,3460,6,high,0
10.985401524917046,49.09471784173218,282.67940917524027,6440.365872169428,3183,13,high,0
50.46708020908748,20.559343238981334,448.08420711336646,7427.4103496667285,2324,7,high,0
0.0,97.46189263335687,331.7710196369097,9918.97054196002,2271,12,low,0
84.35921861115608,17.772772177888577,202.29916574171813,5660.204698277719,1207,14,low,1
25.192723745162148,70.99541708278088,137.5964104449368,1948.8753194809165,3908,13,medium,0
39.452869604100265,5.849950104043997,248.31053519559674,5542.29024067242,1699,11,low,0
8.105747511446936,45.84298359098002,443.05323136366246,5355.5314288937625,4714,6,low,0
68.85320415238296,33.03654946356315,131.1277553174286,353.6668441289189,4422,7,low,0
58.50931429950176,56.1252752532517,78.65751203225936,6171.332720982587,1636,10,medium,0
10.792515845574547,74.5732732617735,145.72381634271056,2539.389458429287,2008,15,medium,0
28.13738375384336,75.09436108824954,432.294030361667,5672.133328555442,2373,9,high,0
67.77103552174054,80.15210417846494,310.547897621543,3924.913571551248,283,3,high,1
56.68456466204345,14.00644529917965,428.48615588185504,2362.3311347492995,1315,5,low,0
24.800169389785072,16.595582215925212,463.8104872171271,8027.800711124288,81,10,low,0
98.54075670465633,92.1605668314941,402.4035601164038,7741.012758384178,3488,15,medium,1
48.44848491220473,96.19027630980378,201.8836072785928,366.1789304621843,1421,3,high,0
79.1198416218438,91.73958426541218,353.1260088048238,7432.936733483488,809,18,high,1
50.1938214602428,34.675694499512076,377.18183899538326,2947.2451097506737,3253,3,high,0
40.08765244378657,25.930219359933734,97.19821145252291,0.0,1844,7,low,0
100.0,57.800389357605056,211.88436386324386,8965.824940839902,4938,14,low,1
64.20051395602796,73.48667020181442,113.64197663108439,7941.353046164593,811,16,low,0
70.3030432302916,96.81147119433099,442.20752981571786,3239.942910516062,4410,19,medium,1
6.415166088098477,73.88299841107182,405.7399682007656,4119.986862054211,4130,4,high,0
48.78890388327719,25.767567591669465,198.43059851286674,5050.062618925346,331,3,medium,0
64.35872534220766,6.760664184179906,216.79694820818466,5290.040482963658,4121,3,high,0
42.78976119682603,24.91311992885961,333.59354022305735,9037.897837744065,3953,9,low,0
57.66425868616351,19.468207686674514,4.290548697109546,11056.851829652682,4675,4,medium,0
54.87728710625741,66.77365810863292,398.21970319368,1990.5340314439732,4105,19,medium,0
48.92264908259237,61.82749342434016,468.5679567497671,6967.763036378138,865,11,low,0
58.17590340054919,98.77421570791519,212.63232102769533,7585.275194763124,4609,15,high,0
2.9206944691430947,86.20053953196992,408.18611328856736,6197.318449951204,1520,4,high,0
49.13294304185785,57.6880869529179,23.942923222839973,8135.35503153897,3337,8,high,0
10.511153727158238,43.430494583185464,428.0905994080192,8785.422240037677,4309,2,high,0
14.676741615591187,14.297796670954158,478.6435153109268,3506.0911456151825,2635,18,low,0
73.37729149338082,71.45143957846535,371.42710969847013,4231.172357003258,560,3,low,1
35.65749399195806,10.032426832208873,64.1422646494558,4470.720076520072,604,3,low,0
16.04826014593691,30.96902943705886,383.3835283009978,6042.671674068377,3755,19,low,0
2.0161758552492834,48.0907521572493,216.05973717046209,5739.502626021577,1356,12,medium,0
85.36793850953251,84.14501007698874,169.86107573764588,7062.270258824118,3192,14,medium,1
63.17356323809963,37.117748297247005,482.9171318826882,1705.8871353916063,308,13,medium,0
13.722163059944393,41.93426180387731,441.682882993574,6511.166172873171,1274,16,low,0
1.5870695761703697,50.985090514393605,211.40300420529917,7875.83288243491,1715,17,high,0
90.01764110569934,28.284891425271674,46.62632194316619,1588.0905151799725,1453,18,medium,0
49.943939124836895,82.5311445353479,66.09560133305348,7198.64124321076,1915,13,medium,0
0.0,39.10299194391037,328.36586219561315,1102.9267600881858,815,13,low,0
86.26739395285632,37.470626025138145,186.30551061767912,8964.631842327783,114,8,high,1
89.58528665832229,64.38769686528475,138.42692253542506,6526.193297051782,3499,7,high,1
59.627759794607606,51.88747581347601,511.890061057632,6674.608589308635,2755,8,high,0
73.15633359758672,36.051982279767984,147.0549752838645,5676.999352865654,245,17,low,1
42.8465166544762,85.1709965498473,34.090153000328506,6284.861667903311,1433,1,high,0
0.0,68.96741339918437,303.1651721999516,5808.086350452015,2485,3,medium,0
51.02509449938496,22.017192512818387,242.16557306975093,6694.447634228699,4210,4,medium,0
24.30689289219451,48.563648146522524,300.9399935173477,8990.722471687382,1500,19,medium,0
71.34453318794725,56.78641393468351,122.29493915958572,4262.311844643861,272,2,low,1
78.00858623077106,20.433003175508055,402.5547135666175,3607.933620209201,491,11,high,1
34.744809829303996,97.7638950398454,321.59385130193846,1699.202777045281,1487,11,low,0
40.7539102967269,66.35943290915316,46.07818076148352,7050.409884038652,3237,19,high,0
4.036093082808552,5.031551252928191,376.1531747941729,5572.793234165549,2417,2,low,0
5.600563082446223,51.939784911050744,118.37666202943802,8208.44437740403,4915,5,medium,0
3.816579754260765,94.15220706591181,257.1115771077955,1796.3589930858177,932,19,low,0
51.181305955391096,35.771114511069946,291.8932591983363,42.03553378794024,500,9,low,0
8.848385441793955,48.49771217269462,91.35935106487848,7257.883720890379,792,7,low,0
50.5059331516593,36.709461379335366,447.6854567891739,8113.7583588273665,1594,12,medium,0
79.6828864628819,17.103214978235986,164.51916338234113,9621.784970722436,3400,19,low,1
63.26596546059099,59.20290454769459,275.6427784858205,771.9074431422171,2879,18,low,0
14.275930897305074,24.113450421976147,244.63284439988394,7510.301320993314,2663,18,medium,0
85.52433742499173,87.72009417766955,193.59603913658384,2684.6120384892743,1965,9,high,1
51.072260267169476,20.385640639295104,152.95940592714769,7345.713378389571,1298,2,low,1
28.02116962603214,53.116485564227254,110.56855313482151,10084.234231389764,577,2,medium,0
69.73126789666676,89.74047247666432,128.2407683192747,6975.116625424423,4869,15,low,0
56.148589868869394,63.07702803645956,188.22279138906322,8355.964180827828,290,16,medium,0
100.0,72.57000340219719,458.39937461281596,6920.432039970397,2192,14,high,1
17.74708257569887,55.262889393373555,103.80000648867573,3993.0726153310634,414,19,high,0
97.24507720999084,49.71113419616439,353.3070470961943,2153.492045713082,1258,15,low,1
47.876985572071554,65.80794217807754,343.6912726397882,10569.350810107459,4170,3,medium,0
15.759042212680601,87.21344901294808,306.76625920953836,10614.746736581563,2415,6,high,0
73.57202036446886,41.78653339240519,494.3400801720104,0.0,3011,6,high,0
82.51986354918058,20.203052307040906,355.71814634623746,3631.2953945430736,4707,9,medium,1
96.8292121353958,17.268209915122515,85.45262806855317,6254.31631491248,4826,11,low,1
63.179882676123086,73.57543330313023,361.6747767143875,6519.482483209746,2197,4,high,0
35.79701570030662,73.94657767312576,347.3202370586031,7272.000685134267,2467,14,high,0
73.38023627868682,48.93055541351596,82.36349616837401,9782.603509278582,1666,13,high,1
83.85395899596824,38.673955178874266,380.5276188079549,3423.5311093038763,1085,15,low,1
87.15067406233732,22.21667365625413,382.9392858234259,5869.634653983665,769,17,high,1
49.1869455788403,55.69778144930696,245.5466017906377,8584.415233334532,4732,8,medium,0
23.58368055767468,79.01813157922493,313.53415681868273,2041.5497110187707,1023,11,low,0
28.79649847153357,83.54322094017954,151.40983274976486,8633.750885699943,1896,11,high,0
80.21363365435369,49.72257578957724,228.23269627593388,154.00334690442014,1421,16,medium,0
48.75353651303985,13.1279322468343,184.90591953070867,1041.1833257854714,1516,3,medium,0
37.69786185443628,71.33769381529122,138.6564798348938,1489.2873039969431,740,15,low,0
24.09651839731947,82.39499829780571,294.97178642982243,1915.3554152674233,137,13,medium,0
21.49890679679442,56.207856961617175,142.0749560108069,4635.005387331269,2562,7,low,0
44.34542567742411,58.019406161529155,182.58794799717515,7597.442886844547,3898,5,low,0
68.45116696709017,92.41002850340998,50.70769840563757,5143.259799131028,543,12,low,0
77.48518710473829,49.283341054809505,292.6203014341159,0.0,1295,3,medium,0
68.93492429172898,12.941109440223224,57.916418463710905,1887.405182403043,1191,12,low,0
5.666226365281894,20.09563052473297,243.91286468450878,4345.402387608745,4281,5,low,0
87.94983730510901,74.97529549981903,89.43034366031318,4495.956259971086,1027,19,medium,1
3.928537062838133,24.054377284516395,463.7602250101375,9698.076015559518,2284,19,low,0
5.170176774508279,50.07296068267195,150.65237405104975,892.3883122350863,591,1,high,0
92.12956426403356,52.04409904587439,139.84831961226243,8340.824422614089,1452,12,medium,1
61.706757629502846,39.90240040366044,88.03023471613365,2092.8880264050576,860,6,medium,0
6.58683348375132,37.86532643975606,458.21114587421386,5509.240048293311,4557,18,medium,0
78.62186813458698,50.332239470225986,237.9549682312716,7198.632488054292,3542,16,high,0
0.0,12.269832880137471,272.31874995716623,6874.702408415731,4362,11,low,0
39.58882576330597,14.950730898198323,88.74747210938989,8656.515569010522,4975,10,medium,0
33.517217079352854,68.09385459286726,454.4394047271013,3133.8388516659616,1183,3,medium,0
34.629627206625585,62.152577268541506,480.4378870852931,4535.175072107008,4430,18,medium,0
10.002013968344585,15.929331482558869,422.5059893616256,6016.334927824903,4915,12,high,0
31.032636279802237,58.08574998442449,378.21326984803426,5029.129905607903,618,14,high,0
14.164179668784058,42.183264807297284,137.51579972604875,8594.816162843712,3050,4,high,0
13.440692830921584,22.171184257718924,156.91651884045848,2880.83437517677,1371,10,low,0
67.31769443315387,41.90219519314114,379.0385485117051,1922.6219928025741,2794,7,low,0
71.03019629396715,30.809444741077886,135.80294344159898,4341.116041110465,4675,16,high,1
8.531397631160878,64.6025568259829,166.7722276868835,9657.554999003689,3628,9,low,0
33.37272862134603,37.499025354426834,46.841728498089374,7340.67673591767,1817,3,high,0
37.195811878139764,7.940109420857221,132.70479234459037,1505.723071144425,2124,2,low,0
41.37385557528965,77.26000827440245,190.46554917806426,8831.03513232322,2093,6,low,0
30.565967229464295,99.40814903537016,377.4683473435753,7171.246866207649,1191,10,high,0
59.41323506148487,97.29232708336355,189.3326192834737,1066.5900475116732,1127,4,medium,0
95.2522237135411,70.06869353406023,103.27439078941487,9167.190642117708,4649,4,medium,1
24.453334053601527,72.01663636397014,462.4677751519584,6613.9547862962145,201,10,low,0
93.93133955418688,22.861199650660463,410.4463305687184,6474.075741740043,4882,10,low,1
36.86820942009496,15.898698638038288,254.05696591590456,5087.614342105158,528,13,low,0
78.54028736746464,86.90540889637509,391.48158325157493,760.9587034850384,3283,6,low,0
96.30931023872138,16.416992106560862,110.2474271308864,591.5292502520873,1735,7,low,0
29.095370104462685,37.27866318590029,345.27361595984405,8321.724225947688,3541,5,low,0
69.00556442941762,72.53437170873286,257.38024667235123,7076.906797258566,1421,15,high,0
100.0,73.57045316988174,102.32493491024339,9277.731212867859,3950,8,medium,1
51.618286169146586,98.85598869543273,454.32749647822214,9702.26011717065,4995,10,medium,0
68.45020384599572,70.77626651340384,326.7235518984381,3368.5532090709244,2651,12,high,0
5.264575427439514,8.07894282866167,195.55744066242121,6590.5049976073915,3473,17,high,0
6.432685436073898,20.231577806817246,372.60998263337757,6849.064398299215,1746,16,medium,0
9.05657062402691,85.57384208040281,6.659845771257359,681.922633382234,3707,1,medium,0
88.68918357068874,49.80291401366403,212.27392767123672,1184.3748066407823,4026,4,low,0
4.403635971765286,90.93085235810972,291.57053282894975,2015.4295538817119,1448,8,medium,0
26.275010333451924,88.01628861323698,407.3666972401625,377.77823439262767,4030,6,low,0
10.871541669230986,9.32017650443067,348.4852574546725,10235.140685191594,1451,10,low,0
75.52493098752788,42.043377388467974,243.20052914211323,10343.053893294502,1758,18,medium,1
13.568017720869621,75.51273298465645,233.7922543475052,9586.526820300636,1462,13,low,0
93.84188977091696,75.2928982229027,394.78734116121757,612.5900737430977,3280,5,low,0
42.07559340747615,41.583833439412714,276.676361936186,6285.158895859777,2552,12,high,0
83.4120573363708,100.0,415.7790701428039,6293.305732663465,4772,18,medium,0
51.12616792554899,66.63737873404737,57.26263316214411,4979.267844524051,1314,8,high,0
60.878295418948376,16.28115948986424,0.0,4320.73683619373,2309,14,low,0
99.67138196893251,27.294576730895187,349.124865602108,8831.71762621949,412,15,low,1
54.78424420221897,3.9242685057488247,453.173422204337,5501.768694206857,2695,5,high,0
94.20597436204821,11.918023120867556,165.65106597770608,6905.522954483382,1582,5,high,1
9.326614631128596,61.26086638462339,196.15895083218194,5285.772756669797,4802,17,high,0
86.75659474880835,80.83986304994852,378.5072786378367,9238.258573607969,1433,13,low,1
20.537201633357085,40.90393757539959,21.74647511560808,9076.288252118216,716,17,medium,0
25.827876351605184,72.34449165900233,78.7490883209085,4397.304650012597,2862,11,low,0
48.86657467580224,86.97555821304367,340.92616567521117,9490.459049214107,2525,1,high,0
32.79922980363622,25.968440837234073,237.63607813259972,317.7343437022604,3150,13,medium,0
30.363016032699424,70.1068380793585,237.38812911197405,8708.744305420403,3451,18,high,0
2.298921159848243,26.27288998815243,489.0557648952543,8393.895454700527,3155,6,low,0
29.653295691817327,46.144847934826736,374.61435151250026,6413.968729945236,2601,13,medium,0
72.37301769367745,78.19909862825895,396.9372807540646,8090.9008305522875,3949,11,medium,1
63.971939675605036,44.639669269515466,422.120490730892,8671.102044111065,2201,19,low,0
79.46917155590144,82.57693533314571,167.64396106266037,8481.484493143795,437,9,high,1
28.08057122895907,25.344881198180218,333.92639065728326,8573.939098200666,3211,13,high,0
63.535577529988615,51.32985334126667,484.79587424780505,3360.939845229161,2430,15,high,0
41.74785208092556,15.690500799077945,121.89300929684264,8456.308300287874,426,11,low,0
46.3422605283193,80.12918316046225,105.97017861098043,1341.566237218875,4385,16,high,0
59.543706454367666,16.234454985487716,46.265773793183044,6764.143105909564,4327,17,medium,0
52.92960869073069,72.05364238615607,170.4874530605947,1527.2403977796585,1330,5,high,0
4.137087716826715,53.063270442650726,482.7255833980898,2135.498773499634,793,14,high,0
29.693967589097664,34.558281532116126,132.5976404728586,1957.3253080222255,4986,15,medium,0
29.671179419098976,79.26848483205731,220.56771865304202,1686.9340841006276,3536,9,medium,0
37.78165936355658,100.0,148.23981922256797,3662.2055528763576,1118,14,high,0
76.86421713401761,78.24739942918517,140.2792185590103,2818.9748016638337,1058,10,medium,0
33.899641864377806,70.72399059247361,188.25989527661707,5782.089319718171,4743,13,low,0
54.37326446283156,34.44422779260639,66.78493448827103,6309.435717587255,4346,17,medium,0
70.82402198007163,77.07813467648887,398.853674787195,6697.125302780654,392,1,low,1
90.03386588747668,76.06586206479291,173.77175945014991,3165.8595969282783,3333,14,medium,1
88.20923219124374,80.02531501649014,475.6116125695036,8623.431892155453,680,12,low,1
60.758245579164424,30.140225899741345,332.67500191332795,7105.118123964902,347,7,low,0
99.31295972228129,64.47367166264243,172.60991999361164,8680.676736145606,747,3,high,0
7.768559323603381,21.143370933052772,168.88132807956566,1008.2622781207328,1555,1,medium,0
25.685253656680672,76.22588431125938,293.7835851420321,4310.174875031097,2810,13,medium,0
56.35762152389184,62.16007752735495,213.5216228717099,2478.9199730742057,2875,2,medium,0
77.39428452214644,74.71957345511687,110.06824576287492,8878.8584346044,428,9,low,1
0.589031284918949,60.854625436032094,336.4643532964312,2786.1277498140043,2845,18,high,0
66.75351040193797,47.7948331642903,62.33018902074411,3207.0336256815317,755,4,medium,0
74.63203680252609,56.3509361232458,208.58577965533246,4742.08343140172,2464,16,high,1
20.062626874715214,96.00986504064626,18.376702933482747,6261.371550696601,820,6,high,0
5.309453762830891,37.19705238014406,330.746177655603,1772.3936560482362,4051,3,low,0
60.018324572942745,76.14193793853107,34.82751071341869,2971.5310360860462,1144,11,medium,0
40.10207170734145,84.00620861499448,83.60006024176197,8011.981385937473,3514,5,high,0
99.07022389675633,30.04231466268943,238.38604518424847,6496.278216431876,3644,1,medium,1
54.904244579239744,67.21135624969433,454.27195236631223,1747.710519789752,4494,8,medium,0
39.53160485671739,6.724831986119685,186.80080270154664,3314.3242799776312,1281,19,medium,0
31.582291281336925,13.960733914559295,254.71528744246433,6849.851105521599,1496,4,high,0
76.41035798136018,10.781897056808626,383.7651796988404,7016.548510850462,4238,9,low,1
60.95102896982082,89.87290452570932,12.440078815522206,4043.2308627194657,2452,3,low,0
31.997429347822568,14.433335892539624,239.4159247738434,7810.6677975483135,1876,5,high,0
91.34379944798503,59.48258676681648,346.01616320966565,1498.7367006453876,3897,16,medium,0
85.38730569144748,81.41777828707936,78.46538693717845,8606.846855864813,1142,8,medium,1
53.95632683371614,85.90145944053664,184.89907351429792,5147.0456694688155,4727,6,low,0
63.724624123298405,74.99896761429194,280.96081684582333,9108.631823679472,1770,3,high,0
58.75106847258261,58.85822771762321,254.11560190794643,6358.710083791426,932,16,high,0
56.78208894950002,76.90217960260279,30.59983602559334,7606.034318722963,173,8,low,0
17.377730570063576,86.29808059544075,146.25389911205187,5419.2966474239365,3540,13,high,0
37.07912783001726,86.66286758651982,403.50833179878066,3619.550323802111,3644,5,high,0
0.0,35.267366543070686,443.18678453134277,7636.763372732343,652,6,low,0
0.0,90.73024156947794,231.8470196256311,5545.801834208536,3881,3,low,0
57.34347037499134,18.52857334421655,231.9236102732445,480.0863598333417,354,8,high,1
87.04124800319016,61.799634923069924,376.58464393466977,7202.147190654335,3278,4,high,1
59.13415471869553,99.42004158600433,341.08783270903933,1028.053386601496,3209,17,low,1
0.16062516588519737,41.216664761245354,430.91742047568925,8642.300286822163,1301,8,low,0
